loan_details_key,term,grade,sub_grade,purpose,title,application_type,initial_list_status
7793,60 months,F,F1,house,Home buying,Individual,w
7794,60 months,F,F1,house,Home buying,Joint App,w
7795,60 months,F,F1,major_purchase,,Individual,f
7796,60 months,F,F1,major_purchase,,Individual,w
7797,60 months,F,F1,major_purchase,Major purchase,Individual,f
7798,60 months,F,F1,major_purchase,Major purchase,Individual,w
7799,60 months,F,F1,major_purchase,Major purchase,Joint App,w
7800,60 months,F,F1,medical,Medical expenses,Individual,f
7801,60 months,F,F1,medical,Medical expenses,Individual,w
7802,60 months,F,F1,medical,Medical expenses,Joint App,w
7803,60 months,F,F1,moving,,Individual,w
7804,60 months,F,F1,moving,Moving and relocation,Individual,f
7805,60 months,F,F1,moving,Moving and relocation,Individual,w
7806,60 months,F,F1,moving,Moving and relocation,Joint App,w
7807,60 months,F,F1,other,,Individual,w
7808,60 months,F,F1,other,BigHelp,Individual,f
7809,60 months,F,F1,other,Home improvement,Individual,f
7810,60 months,F,F1,other,Home improvement,Individual,w
7811,60 months,F,F1,other,Other,Individual,f
7812,60 months,F,F1,other,Other,Individual,w
7813,60 months,F,F1,other,Other,Joint App,f
7814,60 months,F,F1,other,Other,Joint App,w
7815,60 months,F,F1,renewable_energy,Green loan,Individual,f
7816,60 months,F,F1,renewable_energy,Green loan,Individual,w
7817,60 months,F,F1,small_business,,Individual,f
7818,60 months,F,F1,small_business,Business,Individual,f
7819,60 months,F,F1,small_business,Business,Individual,w
7820,60 months,F,F1,small_business,Business,Joint App,w
7821,60 months,F,F1,vacation,Vacation,Individual,f
7822,60 months,F,F1,vacation,Vacation,Individual,w
7823,60 months,F,F2,car,,Individual,w
7824,60 months,F,F2,car,Car financing,Individual,f
7825,60 months,F,F2,car,Car financing,Individual,w
7826,60 months,F,F2,car,Car financing,Joint App,w
7827,60 months,F,F2,car,Debt consolidation,Individual,w
7828,60 months,F,F2,credit_card,,Individual,f
7829,60 months,F,F2,credit_card,,Individual,w
7830,60 months,F,F2,credit_card,Credit card refinancing,Individual,f
7831,60 months,F,F2,credit_card,Credit card refinancing,Individual,w
7832,60 months,F,F2,credit_card,Credit card refinancing,Joint App,w
7833,60 months,F,F2,debt_consolidation,,Individual,f
7834,60 months,F,F2,debt_consolidation,,Individual,w
7835,60 months,F,F2,debt_consolidation,,Joint App,f
7836,60 months,F,F2,debt_consolidation,,Joint App,w
7837,60 months,F,F2,debt_consolidation,CC debt,Individual,f
7838,60 months,F,F2,debt_consolidation,Consolidation,Individual,f
7839,60 months,F,F2,debt_consolidation,Credit card refinancing,Individual,w
7840,60 months,F,F2,debt_consolidation,Debt Consol,Individual,f
7841,60 months,F,F2,debt_consolidation,Debt Consolidation,Individual,f
7842,60 months,F,F2,debt_consolidation,Debt consolidation,Individual,f
7843,60 months,F,F2,debt_consolidation,Debt consolidation,Individual,w
7844,60 months,F,F2,debt_consolidation,Debt consolidation,Joint App,f
7845,60 months,F,F2,debt_consolidation,Debt consolidation,Joint App,w
7846,60 months,F,F2,debt_consolidation,Debt free and close to a paid off house!,Individual,f
7847,60 months,F,F2,debt_consolidation,Deby consolidation,Individual,f
7848,60 months,F,F2,debt_consolidation,Fresh Start,Individual,f
7849,60 months,F,F2,debt_consolidation,Get these cards paid off!,Individual,f
7850,60 months,F,F2,debt_consolidation,Home improvement,Individual,w
7851,60 months,F,F2,debt_consolidation,New year. new beginning!,Individual,f
7852,60 months,F,F2,debt_consolidation,credit card pay off,Individual,w
7853,60 months,F,F2,debt_consolidation,credit pay off,Individual,f
7854,60 months,F,F2,debt_consolidation,debt consolidate,Individual,w
7855,60 months,F,F2,debt_consolidation,debt consolidation,Individual,f
7856,60 months,F,F2,debt_consolidation,money/loan,Individual,w
7857,60 months,F,F2,home_improvement,,Individual,w
7858,60 months,F,F2,home_improvement,,Joint App,w
7859,60 months,F,F2,home_improvement,Debt consolidation,Individual,f
7860,60 months,F,F2,home_improvement,Home improvement,Individual,f
7861,60 months,F,F2,home_improvement,Home improvement,Individual,w
7862,60 months,F,F2,home_improvement,Home improvement,Joint App,f
7863,60 months,F,F2,home_improvement,Home improvement,Joint App,w
7864,60 months,F,F2,house,,Individual,w
7865,60 months,F,F2,house,Car Purchase,Individual,f
7866,60 months,F,F2,house,Debt consolidation,Individual,f
7867,60 months,F,F2,house,Home buying,Individual,f
7868,60 months,F,F2,house,Home buying,Individual,w
7869,60 months,F,F2,house,Home buying,Joint App,w
7870,60 months,F,F2,major_purchase,,Individual,f
7871,60 months,F,F2,major_purchase,,Individual,w
7872,60 months,F,F2,major_purchase,Major purchase,Individual,f
7873,60 months,F,F2,major_purchase,Major purchase,Individual,w
7874,60 months,F,F2,major_purchase,Major purchase,Joint App,w
7875,60 months,F,F2,medical,,Individual,w
7876,60 months,F,F2,medical,,Joint App,w
7877,60 months,F,F2,medical,Medical expenses,Individual,f
7878,60 months,F,F2,medical,Medical expenses,Individual,w
7879,60 months,F,F2,medical,Medical expenses,Joint App,w
7880,60 months,F,F2,moving,,Individual,w
7881,60 months,F,F2,moving,Moving and relocation,Individual,f
7882,60 months,F,F2,moving,Moving and relocation,Individual,w
7883,60 months,F,F2,other,,Individual,f
7884,60 months,F,F2,other,,Individual,w
7885,60 months,F,F2,other,,Joint App,w
7886,60 months,F,F2,other,Debt consolidation,Individual,f
7887,60 months,F,F2,other,Helper,Individual,w
7888,60 months,F,F2,other,Other,Individual,f
7889,60 months,F,F2,other,Other,Individual,w
7890,60 months,F,F2,other,Other,Joint App,f
7891,60 months,F,F2,other,Other,Joint App,w
7892,60 months,F,F2,renewable_energy,,Individual,w
7893,60 months,F,F2,renewable_energy,Green loan,Individual,f
7894,60 months,F,F2,renewable_energy,Green loan,Individual,w
7895,60 months,F,F2,small_business,,Individual,w
7896,60 months,F,F2,small_business,Business,Individual,f
7897,60 months,F,F2,small_business,Business,Individual,w
7898,60 months,F,F2,small_business,Business,Joint App,w
7899,60 months,F,F2,small_business,Car financing,Individual,w
7900,60 months,F,F2,small_business,ICE CREAM SHOP,Individual,f
7901,60 months,F,F2,small_business,insurance,Individual,w
7902,60 months,F,F2,vacation,Debt consolidation,Individual,w
7903,60 months,F,F2,vacation,Vacation,Individual,f
7904,60 months,F,F2,vacation,Vacation,Individual,w
7905,60 months,F,F2,vacation,Vacation,Joint App,w
7906,60 months,F,F3,car,Car financing,Individual,f
7907,60 months,F,F3,car,Car financing,Individual,w
7908,60 months,F,F3,car,Car financing,Joint App,w
7909,60 months,F,F3,credit_card,,Individual,f
7910,60 months,F,F3,credit_card,,Individual,w
7911,60 months,F,F3,credit_card,Card Consolidation,Individual,f
7912,60 months,F,F3,credit_card,Credit card refinancing,Individual,f
7913,60 months,F,F3,credit_card,Credit card refinancing,Individual,w
7914,60 months,F,F3,credit_card,Credit card refinancing,Joint App,f
7915,60 months,F,F3,credit_card,Credit card refinancing,Joint App,w
7916,60 months,F,F3,credit_card,Home improvement,Individual,w
7917,60 months,F,F3,debt_consolidation,,Individual,f
7918,60 months,F,F3,debt_consolidation,,Individual,w
7919,60 months,F,F3,debt_consolidation,,Joint App,f
7920,60 months,F,F3,debt_consolidation,,Joint App,w
7921,60 months,F,F3,debt_consolidation,Crazy Payoff Loan,Individual,f
7922,60 months,F,F3,debt_consolidation,Credit,Individual,w
7923,60 months,F,F3,debt_consolidation,Debt Consolidation And New Roof,Individual,f
7924,60 months,F,F3,debt_consolidation,Debt Consolidation Loan,Individual,f
7925,60 months,F,F3,debt_consolidation,Debt Pay Off,Individual,f
7926,60 months,F,F3,debt_consolidation,Debt consolidation,Individual,f
7927,60 months,F,F3,debt_consolidation,Debt consolidation,Individual,w
7928,60 months,F,F3,debt_consolidation,Debt consolidation,Joint App,f
7929,60 months,F,F3,debt_consolidation,Debt consolidation,Joint App,w
7930,60 months,F,F3,debt_consolidation,Other,Individual,w
7931,60 months,F,F3,debt_consolidation,Poland,Individual,w
7932,60 months,F,F3,debt_consolidation,imbroke,Individual,w
7933,60 months,F,F3,debt_consolidation,mine,Individual,f
7934,60 months,F,F3,home_improvement,,Individual,f
7935,60 months,F,F3,home_improvement,,Individual,w
7936,60 months,F,F3,home_improvement,Home improvement,Individual,f
7937,60 months,F,F3,home_improvement,Home improvement,Individual,w
7938,60 months,F,F3,home_improvement,Home improvement,Joint App,f
7939,60 months,F,F3,home_improvement,Home improvement,Joint App,w
7940,60 months,F,F3,house,Home buying,Individual,f
7941,60 months,F,F3,house,Home buying,Individual,w
7942,60 months,F,F3,house,Home buying,Joint App,w
7943,60 months,F,F3,major_purchase,,Individual,w
7944,60 months,F,F3,major_purchase,,Joint App,w
7945,60 months,F,F3,major_purchase,Major purchase,Individual,f
7946,60 months,F,F3,major_purchase,Major purchase,Individual,w
7947,60 months,F,F3,major_purchase,Major purchase,Joint App,f
7948,60 months,F,F3,major_purchase,Major purchase,Joint App,w
7949,60 months,F,F3,medical,,Individual,f
7950,60 months,F,F3,medical,Medical expenses,Individual,f
7951,60 months,F,F3,medical,Medical expenses,Individual,w
7952,60 months,F,F3,medical,Medical expenses,Joint App,f
7953,60 months,F,F3,medical,Medical expenses,Joint App,w
7954,60 months,F,F3,moving,,Individual,w
7955,60 months,F,F3,moving,Moving and relocation,Individual,f
7956,60 months,F,F3,moving,Moving and relocation,Individual,w
7957,60 months,F,F3,moving,Moving and relocation,Joint App,w
7958,60 months,F,F3,other,,Individual,f
7959,60 months,F,F3,other,,Individual,w
7960,60 months,F,F3,other,Other,Individual,f
7961,60 months,F,F3,other,Other,Individual,w
7962,60 months,F,F3,other,Other,Joint App,f
7963,60 months,F,F3,other,Other,Joint App,w
7964,60 months,F,F3,renewable_energy,,Individual,f
7965,60 months,F,F3,renewable_energy,Green loan,Individual,f
7966,60 months,F,F3,small_business,,Individual,f
7967,60 months,F,F3,small_business,,Individual,w
7968,60 months,F,F3,small_business,Business,Individual,f
7969,60 months,F,F3,small_business,Business,Individual,w
7970,60 months,F,F3,small_business,Business,Joint App,w
7971,60 months,F,F3,vacation,Vacation,Individual,f
7972,60 months,F,F3,vacation,Vacation,Individual,w
7973,60 months,F,F3,vacation,Vacation,Joint App,w
7974,60 months,F,F4,car,Car financing,Individual,f
7975,60 months,F,F4,car,Car financing,Individual,w
7976,60 months,F,F4,car,Car financing,Joint App,w
7977,60 months,F,F4,credit_card,,Individual,f
7978,60 months,F,F4,credit_card,,Individual,w
7979,60 months,F,F4,credit_card,Credit card refinancing,Individual,f
7980,60 months,F,F4,credit_card,Credit card refinancing,Individual,w
7981,60 months,F,F4,credit_card,Credit card refinancing,Joint App,f
7982,60 months,F,F4,credit_card,Credit card refinancing,Joint App,w
7983,60 months,F,F4,credit_card,Debt consolidation,Individual,f
7984,60 months,F,F4,debt_consolidation,,Individual,f
7985,60 months,F,F4,debt_consolidation,,Individual,w
7986,60 months,F,F4,debt_consolidation,,Joint App,w
7987,60 months,F,F4,debt_consolidation,ConsolidateAll,Individual,f
7988,60 months,F,F4,debt_consolidation,Consolidation Loan,Individual,f
7989,60 months,F,F4,debt_consolidation,Credit Card Refinancing,Individual,f
7990,60 months,F,F4,debt_consolidation,Debt Consolidating,Individual,f
7991,60 months,F,F4,debt_consolidation,Debt Consolidation Loan,Individual,f
7992,60 months,F,F4,debt_consolidation,Debt consolidation,Individual,f
7993,60 months,F,F4,debt_consolidation,Debt consolidation,Individual,w
7994,60 months,F,F4,debt_consolidation,Debt consolidation,Joint App,f
7995,60 months,F,F4,debt_consolidation,Debt consolidation,Joint App,w
7996,60 months,F,F4,debt_consolidation,Large Debt,Individual,w
7997,60 months,F,F4,debt_consolidation,Other,Individual,w
7998,60 months,F,F4,debt_consolidation,debt consolidation,Individual,f
7999,60 months,F,F4,debt_consolidation,debt consoltion,Individual,w
8000,60 months,F,F4,home_improvement,,Individual,f
8001,60 months,F,F4,home_improvement,,Individual,w
8002,60 months,F,F4,home_improvement,Cons credit debt for home impr projects,Individual,w
8003,60 months,F,F4,home_improvement,Home Improvement,Individual,f
8004,60 months,F,F4,home_improvement,Home improvement,Individual,f
8005,60 months,F,F4,home_improvement,Home improvement,Individual,w
8006,60 months,F,F4,home_improvement,Home improvement,Joint App,w
8007,60 months,F,F4,house,Home buying,Individual,f
8008,60 months,F,F4,house,Home buying,Individual,w
8009,60 months,F,F4,house,Home buying,Joint App,w
8010,60 months,F,F4,house,co-op loan,Individual,w
8011,60 months,F,F4,major_purchase,,Individual,w
8012,60 months,F,F4,major_purchase,Major purchase,Individual,f
8013,60 months,F,F4,major_purchase,Major purchase,Individual,w
8014,60 months,F,F4,major_purchase,Major purchase,Joint App,w
8015,60 months,F,F4,major_purchase,Myloan,Individual,f
8016,60 months,F,F4,medical,,Individual,w
8017,60 months,F,F4,medical,Medical expenses,Individual,f
8018,60 months,F,F4,medical,Medical expenses,Individual,w
8019,60 months,F,F4,medical,Medical expenses,Joint App,w
8020,60 months,F,F4,moving,,Individual,w
8021,60 months,F,F4,moving,Debt consolidation,Individual,w
8022,60 months,F,F4,moving,Moving and relocation,Individual,f
8023,60 months,F,F4,moving,Moving and relocation,Individual,w
8024,60 months,F,F4,moving,Moving and relocation,Joint App,w
8025,60 months,F,F4,other,,Individual,w
8026,60 months,F,F4,other,,Joint App,w
8027,60 months,F,F4,other,Debt consolidation,Individual,w
8028,60 months,F,F4,other,Expenses,Individual,w
8029,60 months,F,F4,other,Other,Individual,f
8030,60 months,F,F4,other,Other,Individual,w
8031,60 months,F,F4,other,Other,Joint App,f
8032,60 months,F,F4,other,Other,Joint App,w
8033,60 months,F,F4,small_business,,Individual,f
8034,60 months,F,F4,small_business,,Individual,w
8035,60 months,F,F4,small_business,Business,Individual,f
8036,60 months,F,F4,small_business,Business,Individual,w
8037,60 months,F,F4,small_business,Business,Joint App,f
8038,60 months,F,F4,small_business,Business Loan,Individual,f
8039,60 months,F,F4,vacation,Vacation,Individual,f
8040,60 months,F,F4,vacation,Vacation,Individual,w
8041,60 months,F,F4,vacation,Vacation,Joint App,w
8042,60 months,F,F5,car,Car financing,Individual,f
8043,60 months,F,F5,car,Car financing,Individual,w
8044,60 months,F,F5,car,Car financing,Joint App,w
8045,60 months,F,F5,credit_card,,Joint App,w
8046,60 months,F,F5,credit_card,Credit card refinancing,Individual,f
8047,60 months,F,F5,credit_card,Credit card refinancing,Individual,w
8048,60 months,F,F5,credit_card,Credit card refinancing,Joint App,f
8049,60 months,F,F5,credit_card,Credit card refinancing,Joint App,w
8050,60 months,F,F5,debt_consolidation,,Individual,f
8051,60 months,F,F5,debt_consolidation,,Individual,w
8052,60 months,F,F5,debt_consolidation,,Joint App,w
8053,60 months,F,F5,debt_consolidation,Credit card refinancing,Individual,f
8054,60 months,F,F5,debt_consolidation,Debt consolidation,Individual,f
8055,60 months,F,F5,debt_consolidation,Debt consolidation,Individual,w
8056,60 months,F,F5,debt_consolidation,Debt consolidation,Joint App,f
8057,60 months,F,F5,debt_consolidation,Debt consolidation,Joint App,w
8058,60 months,F,F5,debt_consolidation,Other,Individual,w
8059,60 months,F,F5,debt_consolidation,clear loan plan,Individual,f
8060,60 months,F,F5,debt_consolidation,payoff,Individual,w
8061,60 months,F,F5,home_improvement,,Individual,f
8062,60 months,F,F5,home_improvement,,Individual,w
8063,60 months,F,F5,home_improvement,,Joint App,w
8064,60 months,F,F5,home_improvement,Home improvement,Individual,f
8065,60 months,F,F5,home_improvement,Home improvement,Individual,w
8066,60 months,F,F5,home_improvement,Home improvement,Joint App,f
8067,60 months,F,F5,home_improvement,Home improvement,Joint App,w
8068,60 months,F,F5,home_improvement,home provement,Individual,f
8069,60 months,F,F5,house,,Individual,f
8070,60 months,F,F5,house,Home buying,Individual,f
8071,60 months,F,F5,house,Home buying,Individual,w
8072,60 months,F,F5,house,Home buying,Joint App,w
8073,60 months,F,F5,major_purchase,,Individual,w
8074,60 months,F,F5,major_purchase,Major purchase,Individual,f
8075,60 months,F,F5,major_purchase,Major purchase,Individual,w
8076,60 months,F,F5,major_purchase,Major purchase,Joint App,w
8077,60 months,F,F5,medical,,Individual,w
8078,60 months,F,F5,medical,Medical expenses,Individual,f
8079,60 months,F,F5,medical,Medical expenses,Individual,w
8080,60 months,F,F5,moving,Moving and relocation,Individual,f
8081,60 months,F,F5,moving,Moving and relocation,Individual,w
8082,60 months,F,F5,other,,Individual,f
